,date,open,close,high,low,volume,code
132,2010-10-08,5.55,5.723,5.763,5.483,536715.0,000001
133,2010-10-11,5.756,5.995,6.102,5.756,874030.0,000001
134,2010-10-12,6.002,5.972,6.032,5.915,477594.0,000001
135,2010-10-13,5.979,6.161,6.165,5.972,825961.0,000001
136,2010-10-14,6.198,6.095,6.411,6.085,1003749.0,000001
137,2010-10-15,6.048,6.364,6.441,6.042,1168938.0,000001
138,2010-10-18,6.447,6.371,6.667,6.347,1074081.0,000001
139,2010-10-19,6.354,6.497,6.524,6.258,580719.0,000001
140,2010-10-20,6.364,6.47,6.64,6.364,739727.0,000001
141,2010-10-21,6.47,6.264,6.48,6.238,554999.0,000001
142,2010-10-22,6.165,6.155,6.251,6.092,538222.0,000001
143,2010-10-25,6.165,6.284,6.304,6.068,468305.0,000001
144,2010-10-26,6.314,6.201,6.397,6.165,422300.0,000001
145,2010-10-27,6.178,6.168,6.341,6.098,395031.0,000001
146,2010-10-28,6.181,6.238,6.281,6.125,384631.0,000001
147,2010-10-29,6.244,6.118,6.251,6.095,358577.0,000001
148,2010-11-01,6.145,6.171,6.231,6.125,591272.0,000001
149,2010-11-02,6.171,6.201,6.264,6.098,639817.0,000001
150,2010-11-03,6.191,6.331,6.417,6.118,910796.0,000001
151,2010-11-04,6.291,6.288,6.364,6.231,613458.0,000001
152,2010-11-05,6.347,6.291,6.377,6.244,503959.0,000001
153,2010-11-08,6.304,6.361,6.444,6.304,625194.0,000001
154,2010-11-09,6.367,6.198,6.374,6.181,566926.0,000001
155,2010-11-10,6.161,6.025,6.165,6.015,571204.0,000001
156,2010-11-11,6.048,6.128,6.201,6.009,679686.0,000001
157,2010-11-12,6.052,5.713,6.078,5.693,616256.0,000001
158,2010-11-15,5.733,5.753,5.756,5.646,439918.0,000001
159,2010-11-16,5.749,5.55,5.749,5.537,442667.0,000001
160,2010-11-17,5.507,5.583,5.673,5.487,339274.0,000001
161,2010-11-18,5.626,5.709,5.739,5.6,437339.0,000001
162,2010-11-19,5.716,5.653,5.723,5.513,433014.0,000001
163,2010-11-22,5.583,5.543,5.6,5.517,353498.0,000001
164,2010-11-23,5.51,5.5,5.55,5.4,329384.0,000001
165,2010-11-24,5.467,5.57,5.616,5.454,318366.0,000001
166,2010-11-25,5.586,5.633,5.689,5.517,382939.0,000001
167,2010-11-26,5.626,5.547,5.626,5.533,237030.0,000001
168,2010-11-29,5.513,5.557,5.61,5.477,200639.0,000001
169,2010-11-30,5.533,5.447,5.58,5.377,282621.0,000001
170,2010-12-01,5.447,5.48,5.503,5.417,154272.0,000001
171,2010-12-02,5.553,5.487,5.58,5.477,202699.0,000001
172,2010-12-03,5.503,5.507,5.533,5.467,157006.0,000001
173,2010-12-06,5.517,5.563,5.61,5.483,217923.0,000001
174,2010-12-07,5.547,5.56,5.593,5.457,199545.0,000001
175,2010-12-08,5.55,5.48,5.563,5.467,172886.0,000001
176,2010-12-09,5.473,5.387,5.48,5.384,240293.0,000001
177,2010-12-10,5.384,5.43,5.444,5.351,198341.0,000001
178,2010-12-13,5.434,5.523,5.53,5.404,280803.0,000001
179,2010-12-14,5.523,5.497,5.533,5.477,237516.0,000001
180,2010-12-15,5.517,5.513,5.583,5.487,281276.0,000001
181,2010-12-16,5.523,5.467,5.557,5.46,220556.0,000001
182,2010-12-17,5.467,5.434,5.483,5.414,173020.0,000001
183,2010-12-20,5.447,5.36,5.463,5.314,256205.0,000001
184,2010-12-21,5.374,5.507,5.533,5.341,306853.0,000001
185,2010-12-22,5.52,5.394,5.527,5.384,227035.0,000001
186,2010-12-24,5.384,5.463,5.517,5.367,286127.0,000001
187,2010-12-27,5.523,5.341,5.56,5.324,308657.0,000001
188,2010-12-28,5.344,5.301,5.39,5.301,265566.0,000001
189,2010-12-29,5.301,5.241,5.311,5.184,236832.0,000001
190,2010-12-30,5.241,5.208,5.251,5.154,178266.0,000001
191,2010-12-31,5.211,5.247,5.274,5.181,240891.0,000001
192,2011-01-04,5.257,5.324,5.377,5.201,358840.0,000001
193,2011-01-05,5.314,5.294,5.36,5.287,237462.0,000001
194,2011-01-06,5.294,5.254,5.344,5.218,206531.0,000001
195,2011-01-07,5.251,5.454,5.576,5.218,770482.0,000001
196,2011-01-10,5.394,5.311,5.45,5.284,361872.0,000001
197,2011-01-11,5.284,5.38,5.414,5.277,208200.0,000001
198,2011-01-12,5.394,5.45,5.457,5.354,277133.0,000001
199,2011-01-13,5.477,5.43,5.5,5.42,194811.0,000001
200,2011-01-14,5.414,5.314,5.414,5.311,206914.0,000001
201,2011-01-17,5.254,5.111,5.294,5.105,266164.0,000001
202,2011-01-18,5.118,5.098,5.134,5.071,155554.0,000001
203,2011-01-19,5.101,5.148,5.158,5.061,167944.0,000001
204,2011-01-20,5.144,4.958,5.144,4.958,287579.0,000001
205,2011-01-21,4.942,5.035,5.184,4.938,229977.0,000001
206,2011-01-24,5.035,5.002,5.051,4.968,153826.0,000001
207,2011-01-25,5.022,5.041,5.065,4.985,134201.0,000001
208,2011-01-26,5.035,5.071,5.085,5.028,105060.0,000001
209,2011-01-27,5.035,5.095,5.118,4.985,255511.0,000001
210,2011-01-28,5.091,5.051,5.105,5.005,185419.0,000001
211,2011-01-31,5.051,5.088,5.095,5.015,140244.0,000001
212,2011-02-01,5.091,5.131,5.148,5.071,151697.0,000001
213,2011-02-09,5.101,5.068,5.168,5.061,166508.0,000001
214,2011-02-10,5.068,5.134,5.141,5.051,136822.0,000001
215,2011-02-11,5.111,5.151,5.181,5.085,225828.0,000001
216,2011-02-14,5.148,5.317,5.347,5.144,417656.0,000001
217,2011-02-15,5.321,5.257,5.344,5.254,321098.0,000001
218,2011-02-16,5.254,5.277,5.301,5.224,183205.0,000001
219,2011-02-17,5.304,5.311,5.374,5.264,253810.0,000001
220,2011-02-18,5.284,5.311,5.351,5.251,228802.0,000001
221,2011-02-21,5.251,5.307,5.317,5.234,316543.0,000001
222,2011-02-22,5.311,5.141,5.314,5.138,343958.0,000001
223,2011-02-23,5.148,5.178,5.224,5.141,357434.0,000001
224,2011-02-24,5.178,5.171,5.181,5.118,202307.0,000001
225,2011-02-25,5.188,5.281,5.374,5.138,509263.0,000001
226,2011-02-28,5.254,5.294,5.311,5.194,307637.0,000001
227,2011-03-01,5.301,5.331,5.38,5.274,482775.0,000001
228,2011-03-02,5.301,5.377,5.417,5.287,488107.0,000001
229,2011-03-03,5.384,5.45,5.573,5.377,980489.0,000001
230,2011-03-04,5.467,5.543,5.567,5.42,505396.0,000001
231,2011-03-07,5.576,5.563,5.64,5.5,497624.0,000001
232,2011-03-08,5.563,5.533,5.603,5.507,321812.0,000001
233,2011-03-09,5.55,5.547,5.606,5.543,323647.0,000001
234,2011-03-10,5.517,5.4,5.517,5.39,308493.0,000001
235,2011-03-11,5.377,5.334,5.414,5.327,230166.0,000001
236,2011-03-14,5.317,5.374,5.38,5.314,217999.0,000001
237,2011-03-15,5.324,5.264,5.351,5.218,284381.0,000001
238,2011-03-16,5.271,5.301,5.317,5.231,242075.0,000001
239,2011-03-17,5.257,5.221,5.284,5.211,207262.0,000001
240,2011-03-18,5.281,5.261,5.281,5.234,145243.0,000001
241,2011-03-21,5.251,5.241,5.281,5.224,160157.0,000001
242,2011-03-22,5.261,5.321,5.334,5.201,251943.0,000001
243,2011-03-23,5.304,5.351,5.367,5.291,226798.0,000001
244,2011-03-24,5.347,5.311,5.351,5.301,160124.0,000001
245,2011-03-25,5.311,5.404,5.43,5.304,360862.0,000001
246,2011-03-28,5.44,5.427,5.523,5.424,367932.0,000001
247,2011-03-29,5.437,5.483,5.567,5.42,482587.0,000001
248,2011-03-30,5.477,5.444,5.55,5.434,275076.0,000001
249,2011-03-31,5.444,5.344,5.47,5.321,213368.0,000001
250,2011-04-01,5.344,5.507,5.51,5.341,323240.0,000001
251,2011-04-06,5.517,5.65,5.676,5.517,745243.0,000001
252,2011-04-07,5.65,5.716,5.773,5.6,648810.0,000001
253,2011-04-08,5.703,5.706,5.729,5.636,268117.0,000001
254,2011-04-11,5.709,5.66,5.832,5.65,563818.0,000001
255,2011-04-12,5.683,5.67,5.766,5.64,386181.0,000001
256,2011-04-13,5.65,5.999,5.999,5.613,723851.0,000001
257,2011-04-14,6.138,6.045,6.181,6.015,1049250.0,000001
258,2011-04-15,6.052,6.225,6.238,6.032,670794.0,000001
259,2011-04-18,6.205,6.271,6.274,6.131,580148.0,000001
260,2011-04-19,6.191,6.125,6.231,6.092,525777.0,000001
261,2011-04-20,6.125,6.005,6.165,5.952,489256.0,000001
262,2011-04-21,6.048,6.022,6.125,5.999,318062.0,000001
263,2011-04-22,5.982,5.935,6.025,5.892,306668.0,000001
264,2011-04-25,5.942,6.009,6.072,5.882,358646.0,000001
265,2011-04-26,5.995,6.122,6.128,5.975,389430.0,000001
266,2011-04-27,6.125,6.075,6.241,6.012,532705.0,000001
267,2011-04-28,6.122,6.188,6.314,6.102,648958.0,000001
268,2011-04-29,6.181,6.048,6.181,5.952,500495.0,000001
269,2011-05-03,6.032,6.055,6.102,6.005,221058.0,000001
270,2011-05-04,5.982,5.935,6.095,5.876,393819.0,000001
271,2011-05-05,5.859,5.892,5.955,5.856,246037.0,000001
272,2011-05-06,5.832,5.829,5.929,5.802,241119.0,000001
273,2011-05-13,5.816,5.872,5.889,5.65,367984.0,000001
274,2011-05-16,5.802,5.699,5.862,5.696,197104.0,000001
275,2011-05-17,5.699,5.935,5.972,5.699,319708.0,000001
276,2011-05-18,5.896,6.018,6.118,5.872,294153.0,000001
277,2011-05-19,6.038,5.959,6.102,5.942,164599.0,000001
278,2011-05-20,5.955,6.095,6.178,5.945,311900.0,000001
279,2011-05-23,6.072,5.949,6.082,5.862,329120.0,000001
280,2011-05-24,5.915,6.035,6.095,5.915,291587.0,000001
281,2011-05-26,5.959,5.912,6.015,5.852,294740.0,000001
282,2011-05-27,5.882,5.849,5.975,5.849,238330.0,000001
283,2011-05-30,5.806,5.839,5.882,5.739,150901.0,000001
284,2011-05-31,5.839,5.869,5.896,5.706,193607.0,000001
285,2011-06-01,5.866,5.793,5.866,5.759,181035.0,000001
286,2011-06-02,5.716,5.55,5.759,5.48,439600.0,000001
287,2011-06-03,5.52,5.553,5.58,5.48,154536.0,000001
288,2011-06-07,5.5,5.6,5.623,5.467,146089.0,000001
289,2011-06-08,5.59,5.547,5.59,5.477,160759.0,000001
290,2011-06-09,5.517,5.5,5.586,5.493,120222.0,000001
291,2011-06-10,5.487,5.493,5.567,5.45,145571.0,000001
292,2011-06-13,5.447,5.42,5.467,5.354,162822.0,000001
293,2011-06-14,5.417,5.487,5.59,5.4,278983.0,000001
294,2011-06-15,5.47,5.404,5.523,5.404,168677.0,000001
295,2011-06-16,5.364,5.307,5.394,5.294,173850.0,000001
296,2011-06-17,5.331,5.281,5.357,5.267,191329.0,000001
297,2011-06-20,5.284,5.324,5.331,5.234,122691.0,000001
298,2011-06-21,5.337,5.41,5.427,5.314,193911.0,000001
299,2011-06-22,5.417,5.404,5.454,5.377,151940.0,000001
300,2011-06-23,5.384,5.517,5.54,5.367,165888.0,000001
301,2011-06-24,5.49,5.646,5.713,5.483,322825.0,000001
302,2011-06-27,5.643,5.68,5.826,5.626,280933.0,000001
303,2011-06-28,5.783,5.663,5.783,5.58,206529.0,000001
304,2011-06-29,5.693,5.527,5.706,5.51,258981.0,000001
305,2011-06-30,5.547,5.673,5.719,5.54,275840.0,000001
306,2011-07-01,5.699,5.626,5.699,5.593,248789.0,000001
307,2011-07-04,5.646,5.832,5.836,5.64,378249.0,000001
308,2011-07-05,5.816,5.783,5.826,5.743,190560.0,000001
309,2011-07-06,5.753,5.729,5.773,5.666,206475.0,000001
310,2011-07-07,5.816,5.746,5.859,5.696,337855.0,000001
311,2011-07-08,5.746,5.822,5.915,5.723,269603.0,000001
312,2011-07-11,5.779,5.783,5.859,5.766,161734.0,000001
313,2011-07-12,5.739,5.65,5.743,5.63,245143.0,000001
314,2011-07-13,5.733,5.829,5.889,5.693,324294.0,000001
315,2011-07-14,5.839,5.842,5.866,5.776,244478.0,000001
316,2011-07-15,5.832,5.979,6.048,5.779,375737.0,000001
317,2011-07-18,5.982,5.962,6.025,5.912,197814.0,000001
318,2011-07-19,5.899,5.829,5.902,5.809,219355.0,000001
319,2011-07-20,5.879,5.829,5.896,5.776,145934.0,000001
320,2011-07-21,5.822,5.709,5.836,5.706,188971.0,000001
321,2011-07-22,5.733,5.719,5.799,5.699,122733.0,000001
322,2011-07-25,5.683,5.606,5.736,5.567,197070.0,000001
323,2011-07-26,5.61,5.726,5.749,5.583,173242.0,000001
324,2011-07-27,5.666,5.709,5.763,5.656,150079.0,000001
325,2011-07-28,5.653,5.6,5.656,5.557,187806.0,000001
326,2011-07-29,5.623,5.763,5.899,5.55,313507.0,000001
327,2011-08-01,5.716,5.716,5.822,5.643,207920.0,000001
328,2011-08-02,5.666,5.65,5.689,5.56,193883.0,000001
329,2011-08-03,5.576,5.603,5.676,5.557,141944.0,000001
330,2011-08-04,5.613,5.613,5.716,5.606,115022.0,000001
331,2011-08-05,5.497,5.417,5.523,5.414,248269.0,000001
332,2011-08-08,5.39,5.317,5.487,5.234,250347.0,000001
333,2011-08-09,5.231,5.327,5.394,5.168,270885.0,000001
334,2011-08-10,5.4,5.347,5.45,5.344,182983.0,000001
335,2011-08-11,5.261,5.46,5.477,5.251,189873.0,000001
336,2011-08-12,5.48,5.53,5.55,5.45,180534.0,000001
337,2011-08-15,5.533,5.693,5.733,5.44,308527.0,000001
338,2011-08-16,5.68,5.666,5.746,5.643,197818.0,000001
339,2011-08-18,5.676,5.56,5.759,5.54,252459.0,000001
340,2011-08-19,5.45,5.517,5.527,5.414,155451.0,000001
341,2011-08-22,5.497,5.457,5.53,5.407,128073.0,000001
342,2011-08-23,5.463,5.53,5.547,5.44,104654.0,000001
343,2011-08-24,5.543,5.447,5.56,5.434,125208.0,000001
344,2011-08-25,5.483,5.763,5.773,5.447,465354.0,000001
345,2011-08-26,5.716,5.776,5.779,5.693,258558.0,000001
346,2011-08-29,5.65,5.557,5.65,5.503,451871.0,000001
347,2011-08-30,5.59,5.543,5.689,5.54,220005.0,000001
348,2011-08-31,5.55,5.6,5.656,5.5,130434.0,000001
349,2011-09-01,5.6,5.626,5.666,5.58,114653.0,000001
350,2011-09-05,5.517,5.467,5.543,5.437,138286.0,000001
351,2011-09-06,5.434,5.437,5.487,5.417,113505.0,000001
352,2011-09-07,5.48,5.537,5.57,5.43,130072.0,000001
353,2011-09-08,5.537,5.507,5.563,5.49,100766.0,000001
354,2011-09-09,5.533,5.477,5.606,5.44,106628.0,000001
355,2011-09-13,5.384,5.49,5.493,5.37,103205.0,000001
356,2011-09-14,5.497,5.457,5.513,5.37,147226.0,000001
357,2011-09-15,5.467,5.503,5.543,5.454,170642.0,000001
358,2011-09-16,5.533,5.65,5.683,5.523,369535.0,000001
359,2011-09-19,5.586,5.517,5.59,5.503,105998.0,000001
360,2011-09-20,5.5,5.563,5.623,5.483,77127.0,000001
361,2011-09-21,5.563,5.67,5.716,5.52,183686.0,000001
362,2011-09-22,5.61,5.55,5.63,5.543,156447.0,000001
363,2011-09-23,5.454,5.523,5.593,5.427,151810.0,000001
364,2011-09-26,5.46,5.331,5.57,5.311,198138.0,000001
365,2011-09-27,5.384,5.374,5.417,5.287,137617.0,000001
366,2011-09-28,5.41,5.317,5.41,5.284,96703.0,000001
367,2011-09-29,5.284,5.331,5.36,5.264,113157.0,000001
368,2011-09-30,5.344,5.331,5.39,5.317,142040.0,000001
369,2011-10-10,5.301,5.151,5.331,5.134,209655.0,000001
370,2011-10-11,5.317,5.201,5.347,5.164,214649.0,000001
371,2011-10-12,5.168,5.437,5.45,5.148,274472.0,000001
372,2011-10-13,5.4,5.434,5.46,5.39,145064.0,000001
373,2011-10-14,5.414,5.437,5.457,5.357,86952.0,000001
374,2011-10-17,5.477,5.497,5.553,5.457,117115.0,000001
375,2011-10-18,5.454,5.324,5.463,5.314,138012.0,000001
376,2011-10-19,5.354,5.337,5.41,5.321,82374.0,000001
377,2011-10-20,5.317,5.251,5.327,5.218,92459.0,000001
378,2011-10-21,5.284,5.327,5.377,5.241,140826.0,000001
379,2011-10-24,5.351,5.493,5.54,5.294,240590.0,000001
380,2011-10-25,5.49,5.53,5.573,5.45,199573.0,000001
381,2011-10-26,5.533,5.567,5.626,5.517,244161.0,000001
382,2011-10-27,5.573,5.557,5.626,5.52,146500.0,000001
383,2011-10-28,5.65,5.66,5.716,5.61,284957.0,000001
384,2011-10-31,5.66,5.61,5.676,5.527,141766.0,000001
385,2011-11-01,5.57,5.6,5.686,5.543,179309.0,000001
386,2011-11-02,5.53,5.689,5.689,5.523,190694.0,000001
387,2011-11-03,5.686,5.61,5.713,5.576,262328.0,000001
388,2011-11-04,5.65,5.643,5.666,5.593,133396.0,000001
389,2011-11-07,5.6,5.557,5.623,5.523,129577.0,000001
390,2011-11-08,5.563,5.563,5.606,5.537,96705.0,000001
391,2011-11-09,5.58,5.63,5.636,5.543,113552.0,000001
392,2011-11-10,5.576,5.576,5.64,5.55,158436.0,000001
393,2011-11-11,5.573,5.507,5.596,5.487,165267.0,000001
394,2011-11-14,5.543,5.56,5.6,5.507,179250.0,000001
395,2011-11-15,5.543,5.473,5.557,5.444,217088.0,000001
396,2011-11-16,5.473,5.327,5.477,5.307,199272.0,000001
397,2011-11-17,5.344,5.311,5.36,5.297,109618.0,000001
398,2011-11-18,5.281,5.301,5.344,5.271,143868.0,000001
399,2011-11-21,5.307,5.301,5.307,5.251,136736.0,000001
400,2011-11-22,5.284,5.334,5.357,5.257,132818.0,000001
401,2011-11-23,5.351,5.238,5.364,5.224,188944.0,000001
402,2011-11-24,5.221,5.264,5.291,5.181,121463.0,000001
403,2011-11-25,5.228,5.247,5.271,5.214,84462.0,000001
404,2011-11-28,5.257,5.244,5.291,5.221,98132.0,000001
405,2011-11-29,5.297,5.304,5.321,5.251,156494.0,000001
406,2011-11-30,5.301,5.154,5.304,5.144,191657.0,000001
407,2011-12-01,5.294,5.277,5.407,5.267,411832.0,000001
408,2011-12-02,5.254,5.304,5.324,5.231,180779.0,000001
409,2011-12-05,5.297,5.301,5.331,5.218,111880.0,000001
410,2011-12-07,5.284,5.334,5.367,5.271,148624.0,000001
411,2011-12-08,5.334,5.297,5.36,5.254,187052.0,000001
412,2011-12-09,5.277,5.267,5.304,5.247,86862.0,000001
413,2011-12-12,5.271,5.264,5.304,5.224,86331.0,000001
414,2011-12-13,5.251,5.271,5.294,5.218,62373.0,000001
415,2011-12-14,5.211,5.184,5.238,5.171,67678.0,000001
416,2011-12-15,5.154,5.085,5.178,5.078,101251.0,000001
417,2011-12-16,5.012,5.078,5.115,4.962,157377.0,000001
418,2011-12-19,5.041,5.101,5.138,4.992,128100.0,000001
419,2011-12-20,5.085,5.095,5.174,5.075,94637.0,000001
420,2011-12-21,5.141,5.098,5.191,5.088,146608.0,000001
421,2011-12-22,5.088,5.134,5.171,5.051,109849.0,000001
422,2011-12-23,5.128,5.125,5.188,5.105,99465.0,000001
